id,date,close,earnings,ticker,exchange,initial_trend,position_label
1,6/23/2016,51.91,0,MSFT,US Equity,1,0
1,6/24/2016,49.83,0,MSFT,US Equity,1,0
1,6/27/2016,48.43,0,MSFT,US Equity,1,0
1,6/28/2016,49.44,0,MSFT,US Equity,1,0
1,6/29/2016,50.54,0,MSFT,US Equity,1,0
1,6/30/2016,51.17,0,MSFT,US Equity,1,0
1,7/1/2016,51.16,0,MSFT,US Equity,1,0
1,7/5/2016,51.17,0,MSFT,US Equity,1,0
1,7/6/2016,51.38,0,MSFT,US Equity,1,0
1,7/7/2016,51.38,0,MSFT,US Equity,1,0
1,7/8/2016,52.3,0,MSFT,US Equity,1,0
1,7/11/2016,52.59,0,MSFT,US Equity,1,0
1,7/12/2016,53.21,0,MSFT,US Equity,1,0
1,7/13/2016,53.51,0,MSFT,US Equity,1,0
1,7/14/2016,53.74,0,MSFT,US Equity,1,0
1,7/15/2016,53.7,0,MSFT,US Equity,1,0
1,7/18/2016,53.96,0,MSFT,US Equity,1,0
1,7/19/2016,53.09,1,MSFT,US Equity,1,0
1,7/20/2016,55.91,0,MSFT,US Equity,1,0
1,7/21/2016,55.8,0,MSFT,US Equity,1,0
1,7/22/2016,56.57,0,MSFT,US Equity,1,0
1,7/25/2016,56.73,0,MSFT,US Equity,1,0
1,7/26/2016,56.76,0,MSFT,US Equity,1,0
1,7/27/2016,56.19,0,MSFT,US Equity,1,0
1,7/28/2016,56.21,0,MSFT,US Equity,1,0
1,7/29/2016,56.68,0,MSFT,US Equity,1,0
1,8/1/2016,56.58,0,MSFT,US Equity,1,0
1,8/2/2016,56.58,0,MSFT,US Equity,1,0
1,8/3/2016,56.97,0,MSFT,US Equity,1,0
1,8/4/2016,57.39,0,MSFT,US Equity,1,5
1,8/5/2016,57.96,0,MSFT,US Equity,1,5
1,8/8/2016,58.06,0,MSFT,US Equity,1,5
1,8/9/2016,58.2,0,MSFT,US Equity,1,5
1,8/10/2016,58.02,0,MSFT,US Equity,1,5
1,8/11/2016,58.3,0,MSFT,US Equity,1,5
1,8/12/2016,57.94,0,MSFT,US Equity,1,5
1,8/15/2016,58.12,0,MSFT,US Equity,1,5
1,8/16/2016,57.44,0,MSFT,US Equity,1,5
1,8/17/2016,57.56,0,MSFT,US Equity,1,5
1,8/18/2016,57.6,0,MSFT,US Equity,1,5
1,8/19/2016,57.62,0,MSFT,US Equity,1,5
1,8/22/2016,57.67,0,MSFT,US Equity,1,5
1,8/23/2016,57.89,0,MSFT,US Equity,1,5
1,8/24/2016,57.95,0,MSFT,US Equity,1,5
1,8/25/2016,58.17,0,MSFT,US Equity,1,5
1,8/26/2016,58.03,0,MSFT,US Equity,1,5
1,8/29/2016,58.1,0,MSFT,US Equity,1,5
1,8/30/2016,57.89,0,MSFT,US Equity,1,5
1,8/31/2016,57.46,0,MSFT,US Equity,1,5
1,9/1/2016,57.59,0,MSFT,US Equity,1,5
1,9/2/2016,57.67,0,MSFT,US Equity,1,5
1,9/6/2016,57.61,0,MSFT,US Equity,1,5
1,9/7/2016,57.66,0,MSFT,US Equity,1,5
1,9/8/2016,57.43,0,MSFT,US Equity,1,5
1,9/9/2016,56.21,0,MSFT,US Equity,1,5
1,9/12/2016,57.05,0,MSFT,US Equity,1,5
1,9/13/2016,56.53,0,MSFT,US Equity,1,5
1,9/14/2016,56.26,0,MSFT,US Equity,1,5
1,9/15/2016,57.19,0,MSFT,US Equity,1,5
1,9/16/2016,57.25,0,MSFT,US Equity,1,5
1,9/19/2016,56.93,0,MSFT,US Equity,1,5
1,9/20/2016,56.81,0,MSFT,US Equity,1,5
1,9/21/2016,57.76,0,MSFT,US Equity,1,5
1,9/22/2016,57.82,0,MSFT,US Equity,1,5
1,9/23/2016,57.43,0,MSFT,US Equity,1,5
1,9/26/2016,56.9,0,MSFT,US Equity,1,5
1,9/27/2016,57.95,0,MSFT,US Equity,1,5
1,9/28/2016,58.03,0,MSFT,US Equity,1,5
1,9/29/2016,57.4,0,MSFT,US Equity,1,5
1,9/30/2016,57.6,0,MSFT,US Equity,1,5
1,10/3/2016,57.42,0,MSFT,US Equity,1,5
1,10/4/2016,57.24,0,MSFT,US Equity,1,5
1,10/5/2016,57.64,0,MSFT,US Equity,1,5
1,10/6/2016,57.74,0,MSFT,US Equity,1,5
1,10/7/2016,57.8,0,MSFT,US Equity,1,5
1,10/10/2016,58.04,0,MSFT,US Equity,1,5
1,10/11/2016,57.19,0,MSFT,US Equity,1,5
1,10/12/2016,57.11,0,MSFT,US Equity,1,5
1,10/13/2016,56.92,0,MSFT,US Equity,1,5
1,10/14/2016,57.42,0,MSFT,US Equity,1,5
1,10/17/2016,57.22,0,MSFT,US Equity,1,5
1,10/18/2016,57.66,0,MSFT,US Equity,1,5
1,10/19/2016,57.53,0,MSFT,US Equity,1,5
1,10/20/2016,57.25,1,MSFT,US Equity,1,0
1,10/21/2016,59.66,0,MSFT,US Equity,1,5
1,10/24/2016,61,0,MSFT,US Equity,1,5
1,10/25/2016,60.99,0,MSFT,US Equity,1,5
1,10/26/2016,60.63,0,MSFT,US Equity,1,5
1,10/27/2016,60.1,0,MSFT,US Equity,1,5
1,10/28/2016,59.87,0,MSFT,US Equity,1,5
1,10/31/2016,59.92,0,MSFT,US Equity,1,5
1,11/1/2016,59.8,0,MSFT,US Equity,1,5
1,11/2/2016,59.43,0,MSFT,US Equity,1,5
1,11/3/2016,59.21,0,MSFT,US Equity,1,5
1,11/4/2016,58.71,0,MSFT,US Equity,1,5
1,11/7/2016,60.42,0,MSFT,US Equity,1,5
1,11/8/2016,60.47,0,MSFT,US Equity,1,5
1,11/9/2016,60.17,0,MSFT,US Equity,1,5
1,11/10/2016,58.7,0,MSFT,US Equity,1,0
1,11/11/2016,59.02,0,MSFT,US Equity,1,0
1,11/14/2016,58.12,0,MSFT,US Equity,1,0
1,11/15/2016,58.87,0,MSFT,US Equity,1,0
1,11/16/2016,59.65,0,MSFT,US Equity,1,0
1,11/17/2016,60.64,0,MSFT,US Equity,1,0
1,11/18/2016,60.35,0,MSFT,US Equity,1,0
1,11/21/2016,60.86,0,MSFT,US Equity,1,0
1,11/22/2016,61.12,0,MSFT,US Equity,1,0
1,11/23/2016,60.4,0,MSFT,US Equity,1,0
1,11/25/2016,60.53,0,MSFT,US Equity,1,0
1,11/28/2016,60.61,0,MSFT,US Equity,1,0
1,11/29/2016,61.09,0,MSFT,US Equity,1,0
1,11/30/2016,60.26,0,MSFT,US Equity,1,0
1,12/1/2016,59.2,0,MSFT,US Equity,1,0
1,12/2/2016,59.25,0,MSFT,US Equity,1,0
1,12/5/2016,60.22,0,MSFT,US Equity,1,0
1,12/6/2016,59.95,0,MSFT,US Equity,1,0
1,12/7/2016,61.37,0,MSFT,US Equity,1,0
1,12/8/2016,61.01,0,MSFT,US Equity,1,0
1,12/9/2016,61.97,0,MSFT,US Equity,1,5
1,12/12/2016,62.17,0,MSFT,US Equity,1,5
1,12/13/2016,62.98,0,MSFT,US Equity,1,5
1,12/14/2016,62.68,0,MSFT,US Equity,1,5
1,12/15/2016,62.58,0,MSFT,US Equity,1,5
1,12/16/2016,62.3,0,MSFT,US Equity,1,5
1,12/19/2016,63.62,0,MSFT,US Equity,1,5
1,12/20/2016,63.54,0,MSFT,US Equity,1,5
1,12/21/2016,63.54,0,MSFT,US Equity,1,5
1,12/22/2016,63.55,0,MSFT,US Equity,1,5
1,12/23/2016,63.24,0,MSFT,US Equity,1,5
1,12/27/2016,63.28,0,MSFT,US Equity,1,5
1,12/28/2016,62.99,0,MSFT,US Equity,1,5
1,12/29/2016,62.9,0,MSFT,US Equity,1,5
1,12/30/2016,62.14,0,MSFT,US Equity,1,5
1,1/3/2017,62.58,0,MSFT,US Equity,1,5
1,1/4/2017,62.3,0,MSFT,US Equity,1,5
1,1/5/2017,62.3,0,MSFT,US Equity,1,5
1,1/6/2017,62.84,0,MSFT,US Equity,1,5
1,1/9/2017,62.64,0,MSFT,US Equity,1,5
1,1/10/2017,62.62,0,MSFT,US Equity,1,5
1,1/11/2017,63.19,0,MSFT,US Equity,1,5
1,1/12/2017,62.61,0,MSFT,US Equity,1,5
1,1/13/2017,62.7,0,MSFT,US Equity,1,5
1,1/17/2017,62.53,0,MSFT,US Equity,1,5
1,1/18/2017,62.5,0,MSFT,US Equity,1,5
1,1/19/2017,62.3,0,MSFT,US Equity,1,5
1,1/20/2017,62.74,0,MSFT,US Equity,1,5
1,1/23/2017,62.96,0,MSFT,US Equity,1,5
1,1/24/2017,63.52,0,MSFT,US Equity,1,5
1,1/25/2017,63.68,0,MSFT,US Equity,1,5
1,1/26/2017,64.27,1,MSFT,US Equity,1,5
1,1/27/2017,65.78,0,MSFT,US Equity,1,10
1,1/30/2017,65.13,0,MSFT,US Equity,1,10
1,1/31/2017,64.65,0,MSFT,US Equity,1,5
1,2/1/2017,63.58,0,MSFT,US Equity,1,5
1,2/2/2017,63.17,0,MSFT,US Equity,1,5
1,2/3/2017,63.68,0,MSFT,US Equity,1,5
1,2/6/2017,63.64,0,MSFT,US Equity,1,5
1,2/7/2017,63.43,0,MSFT,US Equity,1,5
1,2/8/2017,63.34,0,MSFT,US Equity,1,5
1,2/9/2017,64.06,0,MSFT,US Equity,1,5
1,2/10/2017,64,0,MSFT,US Equity,1,5
1,2/13/2017,64.72,0,MSFT,US Equity,1,5
1,2/14/2017,64.57,0,MSFT,US Equity,1,5
1,2/15/2017,64.53,0,MSFT,US Equity,1,5
1,2/16/2017,64.52,0,MSFT,US Equity,1,5
1,2/17/2017,64.62,0,MSFT,US Equity,1,5
1,2/21/2017,64.49,0,MSFT,US Equity,1,5
1,2/22/2017,64.36,0,MSFT,US Equity,1,5
1,2/23/2017,64.62,0,MSFT,US Equity,1,5
1,2/24/2017,64.62,0,MSFT,US Equity,1,5
1,2/27/2017,64.23,0,MSFT,US Equity,1,5
1,2/28/2017,63.98,0,MSFT,US Equity,1,5
1,3/1/2017,64.94,0,MSFT,US Equity,1,5
1,3/2/2017,64.01,0,MSFT,US Equity,1,5
1,3/3/2017,64.25,0,MSFT,US Equity,1,5
1,3/6/2017,64.27,0,MSFT,US Equity,1,5
1,3/7/2017,64.4,0,MSFT,US Equity,1,5
1,3/8/2017,64.99,0,MSFT,US Equity,1,5
1,3/9/2017,64.73,0,MSFT,US Equity,1,5
1,3/10/2017,64.93,0,MSFT,US Equity,1,5
1,3/13/2017,64.71,0,MSFT,US Equity,1,5
1,3/14/2017,64.41,0,MSFT,US Equity,1,5
1,3/15/2017,64.75,0,MSFT,US Equity,1,5
1,3/16/2017,64.64,0,MSFT,US Equity,1,5
1,3/17/2017,64.87,0,MSFT,US Equity,1,5
1,3/20/2017,64.93,0,MSFT,US Equity,1,5
1,3/21/2017,64.21,0,MSFT,US Equity,1,5
1,3/22/2017,65.03,0,MSFT,US Equity,1,5
1,3/23/2017,64.87,0,MSFT,US Equity,1,5
1,3/24/2017,64.98,0,MSFT,US Equity,1,5
1,3/27/2017,65.1,0,MSFT,US Equity,1,5
1,3/28/2017,65.29,0,MSFT,US Equity,1,5
1,3/29/2017,65.47,0,MSFT,US Equity,1,5
1,3/30/2017,65.71,0,MSFT,US Equity,1,5
1,3/31/2017,65.86,0,MSFT,US Equity,1,5
1,4/3/2017,65.55,0,MSFT,US Equity,1,5
1,4/4/2017,65.73,0,MSFT,US Equity,1,5
1,4/5/2017,65.56,0,MSFT,US Equity,1,5
1,4/6/2017,65.73,0,MSFT,US Equity,1,5
1,4/7/2017,65.68,0,MSFT,US Equity,1,5
1,4/10/2017,65.53,0,MSFT,US Equity,1,5
1,4/11/2017,65.48,0,MSFT,US Equity,1,5
1,4/12/2017,65.23,0,MSFT,US Equity,1,5
1,4/13/2017,64.95,0,MSFT,US Equity,1,5
1,4/17/2017,65.48,0,MSFT,US Equity,1,5
1,4/18/2017,65.39,0,MSFT,US Equity,1,5
1,4/19/2017,65.04,0,MSFT,US Equity,1,5
1,4/20/2017,65.5,0,MSFT,US Equity,1,5
1,4/21/2017,66.4,0,MSFT,US Equity,1,5
1,4/24/2017,67.53,0,MSFT,US Equity,1,5
1,4/25/2017,67.92,0,MSFT,US Equity,1,5
1,4/26/2017,67.83,0,MSFT,US Equity,1,5
1,4/27/2017,68.27,1,MSFT,US Equity,1,5
1,4/28/2017,68.46,0,MSFT,US Equity,1,5
1,5/1/2017,69.41,0,MSFT,US Equity,1,5
1,5/2/2017,69.3,0,MSFT,US Equity,1,5
1,5/3/2017,69.08,0,MSFT,US Equity,1,5
1,5/4/2017,68.81,0,MSFT,US Equity,1,5
1,5/5/2017,69,0,MSFT,US Equity,1,5
1,5/8/2017,68.94,0,MSFT,US Equity,1,5
1,5/9/2017,69.04,0,MSFT,US Equity,1,5
1,5/10/2017,69.31,0,MSFT,US Equity,1,5
1,5/11/2017,68.46,0,MSFT,US Equity,1,5
1,5/12/2017,68.38,0,MSFT,US Equity,1,5
1,5/15/2017,68.43,0,MSFT,US Equity,1,5
1,5/16/2017,69.41,0,MSFT,US Equity,1,5
1,5/17/2017,67.48,0,MSFT,US Equity,1,5
1,5/18/2017,67.71,0,MSFT,US Equity,1,5
1,5/19/2017,67.69,0,MSFT,US Equity,1,5
1,5/22/2017,68.45,0,MSFT,US Equity,1,5
1,5/23/2017,68.68,0,MSFT,US Equity,1,5
1,5/24/2017,68.77,0,MSFT,US Equity,1,5
1,5/25/2017,69.62,0,MSFT,US Equity,1,5
1,5/26/2017,69.96,0,MSFT,US Equity,1,5
1,5/30/2017,70.41,0,MSFT,US Equity,1,5
1,5/31/2017,69.84,0,MSFT,US Equity,1,5
1,6/1/2017,70.1,0,MSFT,US Equity,1,5
1,6/2/2017,71.76,0,MSFT,US Equity,1,5
1,6/5/2017,72.28,0,MSFT,US Equity,1,5
1,6/6/2017,72.52,0,MSFT,US Equity,1,5
1,6/7/2017,72.39,0,MSFT,US Equity,1,5
1,6/8/2017,71.95,0,MSFT,US Equity,1,5
1,6/9/2017,70.32,0,MSFT,US Equity,1,0
1,6/12/2017,69.78,0,MSFT,US Equity,1,0
1,6/13/2017,70.65,0,MSFT,US Equity,1,0
1,6/14/2017,70.27,0,MSFT,US Equity,1,0
1,6/15/2017,69.9,0,MSFT,US Equity,1,0
1,6/16/2017,70,0,MSFT,US Equity,1,0
1,6/19/2017,70.87,0,MSFT,US Equity,1,0
1,6/20/2017,69.91,0,MSFT,US Equity,1,0
1,6/21/2017,70.27,0,MSFT,US Equity,1,0
1,6/22/2017,70.26,0,MSFT,US Equity,1,0
1,6/23/2017,71.21,0,MSFT,US Equity,1,0
1,6/26/2017,70.53,0,MSFT,US Equity,1,0
1,6/27/2017,69.21,0,MSFT,US Equity,1,0
1,6/28/2017,69.8,0,MSFT,US Equity,1,0
1,6/29/2017,68.49,0,MSFT,US Equity,1,0
1,6/30/2017,68.93,0,MSFT,US Equity,1,0
1,7/3/2017,68.17,0,MSFT,US Equity,1,0
1,7/5/2017,69.08,0,MSFT,US Equity,1,0
1,7/6/2017,68.57,0,MSFT,US Equity,1,0
1,7/7/2017,69.46,0,MSFT,US Equity,1,0
1,7/10/2017,69.98,0,MSFT,US Equity,1,0
1,7/11/2017,69.99,0,MSFT,US Equity,1,0
1,7/12/2017,71.15,0,MSFT,US Equity,1,0
1,7/13/2017,71.77,0,MSFT,US Equity,1,0
1,7/14/2017,72.78,0,MSFT,US Equity,1,0
1,7/17/2017,73.35,0,MSFT,US Equity,1,0
1,7/18/2017,73.3,0,MSFT,US Equity,1,0
1,7/19/2017,73.86,0,MSFT,US Equity,1,0
1,7/20/2017,74.22,1,MSFT,US Equity,1,0
1,7/21/2017,73.79,0,MSFT,US Equity,1,5
1,7/24/2017,73.6,0,MSFT,US Equity,1,5
1,7/25/2017,74.19,0,MSFT,US Equity,1,5
1,7/26/2017,74.05,0,MSFT,US Equity,1,5
1,7/27/2017,73.16,0,MSFT,US Equity,1,5
1,7/28/2017,73.04,0,MSFT,US Equity,1,5
1,7/31/2017,72.7,0,MSFT,US Equity,1,5
1,8/1/2017,72.58,0,MSFT,US Equity,1,5
1,8/2/2017,72.26,0,MSFT,US Equity,1,0
1,8/3/2017,72.15,0,MSFT,US Equity,1,0
1,8/4/2017,72.68,0,MSFT,US Equity,1,0
1,8/7/2017,72.4,0,MSFT,US Equity,1,0
1,8/8/2017,72.79,0,MSFT,US Equity,1,0
1,8/9/2017,72.47,0,MSFT,US Equity,1,0
1,8/10/2017,71.41,0,MSFT,US Equity,1,0
1,8/11/2017,72.5,0,MSFT,US Equity,1,0
1,8/14/2017,73.59,0,MSFT,US Equity,1,0
1,8/15/2017,73.22,0,MSFT,US Equity,1,0
1,8/16/2017,73.65,0,MSFT,US Equity,1,0
1,8/17/2017,72.4,0,MSFT,US Equity,1,0
1,8/18/2017,72.49,0,MSFT,US Equity,1,0
1,8/21/2017,72.15,0,MSFT,US Equity,1,0
1,8/22/2017,73.16,0,MSFT,US Equity,1,0
1,8/23/2017,72.72,0,MSFT,US Equity,1,0
1,8/24/2017,72.69,0,MSFT,US Equity,1,0
1,8/25/2017,72.82,0,MSFT,US Equity,1,0
1,8/28/2017,72.83,0,MSFT,US Equity,1,0
1,8/29/2017,73.05,0,MSFT,US Equity,1,0
1,8/30/2017,74.01,0,MSFT,US Equity,1,0
1,8/31/2017,74.77,0,MSFT,US Equity,1,5
1,9/1/2017,73.94,0,MSFT,US Equity,1,0
1,9/5/2017,73.61,0,MSFT,US Equity,1,0
1,9/6/2017,73.4,0,MSFT,US Equity,1,0
1,9/7/2017,74.34,0,MSFT,US Equity,1,0
1,9/8/2017,73.98,0,MSFT,US Equity,1,0
1,9/11/2017,74.76,0,MSFT,US Equity,1,0
1,9/12/2017,74.68,0,MSFT,US Equity,1,0
1,9/13/2017,75.21,0,MSFT,US Equity,1,0
1,9/14/2017,74.77,0,MSFT,US Equity,1,0
1,9/15/2017,75.31,0,MSFT,US Equity,1,0
1,9/18/2017,75.16,0,MSFT,US Equity,1,0
1,9/19/2017,75.44,0,MSFT,US Equity,1,0
1,9/20/2017,74.94,0,MSFT,US Equity,1,0
1,9/21/2017,74.21,0,MSFT,US Equity,1,0
1,9/22/2017,74.41,0,MSFT,US Equity,1,0
1,9/25/2017,73.26,0,MSFT,US Equity,1,0
1,9/26/2017,73.26,0,MSFT,US Equity,1,0
1,9/27/2017,73.85,0,MSFT,US Equity,1,0
1,9/28/2017,73.87,0,MSFT,US Equity,1,0
