symbol,name,last_sale,market_cap,ipo_year,sector,industry,summary_quote,exchange
BGCP,"BGC Partners, Inc.",15.43,446e7,NA,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/bgcp,NASDAQ
BIIB,Biogen Inc.,327.94,6935e7,NA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/biib,NASDAQ
BMRN,BioMarin Pharmaceutical Inc.,93.02,1634e7,1999,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bmrn,NASDAQ
TECH,Bio-Techne Corp,129.51,485e7,NA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/tech,NASDAQ
BIVV,Bioverativ Inc.,53.21,576e7,NA,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bivv,NASDAQ
BLKB,"Blackbaud, Inc.",96.9,466e7,2004,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/blkb,NASDAQ
HAWK,"Blackhawk Network Holdings, Inc.",34.35,195e7,2013,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/hawk,NASDAQ
BL,"BlackLine, Inc.",34.74,184e7,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bl,NASDAQ
BLMN,"Bloomin&#39; Brands, Inc.",20.87,19e8,2012,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/blmn,NASDAQ
BCOR,"Blucora, Inc.",22.55,104e7,NA,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/bcor,NASDAQ
BUFF,"Blue Buffalo Pet Products, Inc.",31.94,624e7,2015,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/buff,NASDAQ
BLUE,"bluebird bio, Inc.",182.95,8380000000.000001,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/blue,NASDAQ
BPMC,Blueprint Medicines Corporation,75.13,295e7,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bpmc,NASDAQ
BMCH,"BMC Stock Holdings, Inc.",23.35,157e7,2013,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/bmch,NASDAQ
BOBE,"Bob Evans Farms, Inc.",78.12,157e7,NA,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bobe,NASDAQ
BOFI,"BofI Holding, Inc.",28.17,179e7,2005,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bofi,NASDAQ
BOKF,BOK Financial Corporation,90.88,595e7,NA,Finance,Major Banks,http://www.nasdaq.com/symbol/bokf,NASDAQ
