symbol,name,last_sale,market_cap,ipo_year,sector,industry,summary_quote,exchange
IOR,"Income Opportunity Realty Investors, Inc.",11.104,4628e4,NA,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ior,AMEX
IGC,India Globalization Capital Inc.,0.7401,2079e4,NA,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/igc,AMEX
INFU,"InfuSystems Holdings, Inc.",2.4,5467e4,NA,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/infu,AMEX
IHT,InnSuites Hospitality Trust,1.55,1516e4,NA,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/iht,AMEX
NSPR,"InspireMD, Inc.",0.137,102e4,NA,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nspr,AMEX
NSPR.WS,"InspireMD, Inc.",NA,NA,NA,NA,NA,http://www.nasdaq.com/symbol/nspr.ws,AMEX
NSPR.WS.B,"InspireMD, Inc.",NA,NA,NA,NA,NA,http://www.nasdaq.com/symbol/nspr.ws.b,AMEX
IDN,"Intellicheck, Inc.",2.11,3162e4,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/idn,AMEX
INS,Intelligent Systems Corporation,4.2019,3688e4,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ins,AMEX
THM,International Tower Hill Mines Ltd,0.3881,6302e4,NA,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/thm,AMEX
INTT,inTest Corporation,8.65,9007e4,1997,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/intt,AMEX
INUV,"Inuvo, Inc",0.8358,238e5,NA,Consumer Services,Advertising,http://www.nasdaq.com/symbol/inuv,AMEX
VKI,Invesco Advantage Municipal Income Trust II,11.33,50296e4,NA,NA,NA,http://www.nasdaq.com/symbol/vki,AMEX
ISR,"IsoRay, Inc.",0.42,2311e4,NA,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/isr,AMEX
ISDR,Issuer Direct Corporation,18.95,5649e4,NA,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/isdr,AMEX
JRJR,"JRjr33, Inc.",0.1999,896e4,2014,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/jrjr,AMEX
KIQ,Kelso Technologies Inc,0.46,2158e4,NA,Capital Goods,Railroads,http://www.nasdaq.com/symbol/kiq,AMEX
KLDX,Klondex Mines Ltd.,2.44,43824e4,NA,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/kldx,AMEX
LTS,Ladenburg Thalmann Financial Services Inc,3.25,64478e4,NA,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/lts,AMEX
LTS^A,Ladenburg Thalmann Financial Services Inc,25.19,NA,NA,NA,NA,http://www.nasdaq.com/symbol/lts^a,AMEX
LTSL,Ladenburg Thalmann Financial Services Inc,24.76,NA,2017,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ltsl,AMEX
LAQ,"Latin America Equity Fund, Inc. (The)",25.9419,19323e4,1991,NA,NA,http://www.nasdaq.com/symbol/laq,AMEX
LEVB,"Level Brands, Inc.",4.6137,3457e4,2017,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/levb,AMEX
LGL,"LGL Group, Inc. (The)",5.74,1536e4,NA,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lgl,AMEX
LBY,"Libbey, Inc.",6.3,1387e5,1993,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lby,AMEX
LLEX,"Lilis Energy, Inc.",4.66,24838e4,NA,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/llex,AMEX
LIQT,"LiqTech International, Inc.",0.47,2079e4,NA,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/liqt,AMEX
MAG,MAG Silver Corporation,11.77,101e7,NA,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/mag,AMEX
MJCO,Majesco,5.41,19766e4,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mjco,AMEX
MHH,"Mastech Digital, Inc",9.82,5357e4,NA,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/mhh,AMEX
